chunk_start,chunk_end,query_start_utc,query_end_utc,node,market,query_name,version,filename,source_url,status,attempts,size_bytes,sha256,raw_rows,lmp_rows,desired_days_present,csv_members,downloaded_at_utc_iso,error
2023-07-10,2023-07-16,20230710T00:00-0000,20230718T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230710_20230716.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230710T00:00-0000&enddatetime=20230718T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9458,736c2666ccacf7665262771ea860f537e30399357e262e2c4efa0c3097811f0f,960,192,7,1,2026-08-11T16:29:49.963Z,
2023-07-17,2023-07-23,20230717T00:00-0000,20230725T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230717_20230723.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230717T00:00-0000&enddatetime=20230725T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9720,5e2c7eff1a85ad28bf912561e12addb6dfa05cdf286b205ce7236717968d4475,960,192,7,1,2026-08-11T16:29:58.294Z,
2023-07-24,2023-07-30,20230724T00:00-0000,20230801T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230724_20230730.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230724T00:00-0000&enddatetime=20230801T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10125,88d6f1516e197d6209e6aa039639a042054bd131d0b84f29bc45f1738b861899,960,192,7,1,2026-08-11T16:30:06.496Z,
2023-07-31,2023-08-06,20230731T00:00-0000,20230808T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230731_20230806.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230731T00:00-0000&enddatetime=20230808T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9870,946d756b0fb438e42df3546e5931d80aa4afd008b2006ed61cba139fa560d92e,960,192,7,1,2026-08-11T16:30:14.821Z,
2023-08-07,2023-08-13,20230807T00:00-0000,20230815T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230807_20230813.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230807T00:00-0000&enddatetime=20230815T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9380,7215f9a302a91377c088911e2bad1111c92971a575afacc4dfa46ddb7985cd19,960,192,7,1,2026-08-11T16:30:23.009Z,
2023-08-14,2023-08-20,20230814T00:00-0000,20230822T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230814_20230820.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230814T00:00-0000&enddatetime=20230822T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9431,404bc1242aa69468e21926d3b67948ee33cea896f44502de861042638f359643,960,192,7,1,2026-08-11T16:30:31.082Z,
2023-08-21,2023-08-27,20230821T00:00-0000,20230829T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230821_20230827.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230821T00:00-0000&enddatetime=20230829T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9626,6995fa797e70d03fab548eb3e8baf7572759b7b869ca198442868d83ff663675,960,192,7,1,2026-08-11T16:30:39.762Z,
2023-08-28,2023-09-03,20230828T00:00-0000,20230905T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230828_20230903.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230828T00:00-0000&enddatetime=20230905T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9931,26494564342b19fd903150258cd1ebbef2a793f2df5f4878a4c74e66bbfc5761,960,192,7,1,2026-08-11T16:30:46.673Z,
2023-09-04,2023-09-10,20230904T00:00-0000,20230912T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230904_20230910.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230904T00:00-0000&enddatetime=20230912T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9616,dbd75f4d660ed1ef33e767109944c2df529999eb2943b0043c78fdf420be9dd8,960,192,7,1,2026-08-11T16:30:55.765Z,
2023-09-11,2023-09-17,20230911T00:00-0000,20230919T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230911_20230917.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230911T00:00-0000&enddatetime=20230919T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9776,aa451a5e9e027e92df712189f901106a794539d95404071ecee061fefd02d450,960,192,7,1,2026-08-11T16:31:03.463Z,
2023-09-18,2023-09-24,20230918T00:00-0000,20230926T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230918_20230924.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230918T00:00-0000&enddatetime=20230926T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9763,e09531bb572b84b5d56697108d71a102a7ab1b921e9e73aecff8b6c2a5a40343,960,192,7,1,2026-08-11T16:31:11.153Z,
2023-09-25,2023-10-01,20230925T00:00-0000,20231003T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20230925_20231001.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20230925T00:00-0000&enddatetime=20231003T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10046,3f4b24e9f215d88a880eed9f962e1748b0d23f9a48bf5c3019a1b9fab6ee779d,960,192,7,1,2026-08-11T16:31:19.182Z,
2023-10-02,2023-10-08,20231002T00:00-0000,20231010T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231002_20231008.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231002T00:00-0000&enddatetime=20231010T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10177,fec55eecf3c4934ee1b909802e805edfc5eb8f38b073b87d0095eeb8e758ec01,960,192,7,1,2026-08-11T16:31:27.973Z,
2023-10-09,2023-10-15,20231009T00:00-0000,20231017T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231009_20231015.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231009T00:00-0000&enddatetime=20231017T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10109,2a604e7fbf11239d9296300a5488e5a156058ed6e5b5f3dd527859bc4e4fbba3,960,192,7,1,2026-08-11T16:31:35.209Z,
2023-10-16,2023-10-22,20231016T00:00-0000,20231024T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231016_20231022.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231016T00:00-0000&enddatetime=20231024T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10235,96f666731c9a59be3205ec9ab8e03140a46db460738612c57787a672d047e55b,960,192,7,1,2026-08-11T16:31:43.094Z,
2023-10-23,2023-10-29,20231023T00:00-0000,20231031T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231023_20231029.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231023T00:00-0000&enddatetime=20231031T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10145,d5e60acf17cc53c29fb7cc24c669fdef34a4d51737db8ae2743859c7e6a246f7,960,192,7,1,2026-08-11T16:31:52.285Z,
2023-10-30,2023-11-05,20231030T00:00-0000,20231107T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231030_20231105.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231030T00:00-0000&enddatetime=20231107T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10030,c2c302a9012fcdcb31188aa7daa75a7b1c5347bab8a26ddab492d27ef5086aa8,960,192,7,1,2026-08-11T16:31:59.814Z,
2023-11-06,2023-11-12,20231106T00:00-0000,20231114T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231106_20231112.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231106T00:00-0000&enddatetime=20231114T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10029,e3cf5d860c688d1341d545465197f44d9eebe0246a558a39907eda2915d83042,960,192,7,1,2026-08-11T16:32:08.838Z,
2023-11-13,2023-11-19,20231113T00:00-0000,20231121T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231113_20231119.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231113T00:00-0000&enddatetime=20231121T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10064,823474f80304894fc44ba71831b924cd0bda721685ffef61f625886febabd4e2,960,192,7,1,2026-08-11T16:32:18.861Z,
2023-11-20,2023-11-26,20231120T00:00-0000,20231128T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231120_20231126.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231120T00:00-0000&enddatetime=20231128T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9983,58b4137be1add54542c2e9f90c1fae602ce871f0afa5bc7c7192571152a4ebd1,960,192,7,1,2026-08-11T16:32:26.341Z,
2023-11-27,2023-12-03,20231127T00:00-0000,20231205T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231127_20231203.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231127T00:00-0000&enddatetime=20231205T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10105,2d312dd24a3644f886c94530c694bd59f4547f1015c68c1d8aeafb72d0aa9191,960,192,7,1,2026-08-11T16:32:36.054Z,
2023-12-04,2023-12-10,20231204T00:00-0000,20231212T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231204_20231210.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231204T00:00-0000&enddatetime=20231212T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9961,06b080ecb2fe493aa41fce21ff796717c0a343c89aa0ebe34785116f1e00f433,960,192,7,1,2026-08-11T16:32:43.878Z,
2023-12-11,2023-12-17,20231211T00:00-0000,20231219T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231211_20231217.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231211T00:00-0000&enddatetime=20231219T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9773,1c047c43c8276790b032a8fd885b3003ba810890d2fd42fe6279c76a031f4ba3,960,192,7,1,2026-08-11T16:32:55.597Z,
2023-12-18,2023-12-24,20231218T00:00-0000,20231226T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231218_20231224.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231218T00:00-0000&enddatetime=20231226T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9728,56ea059efc2d3285387995b9f15f9b245315b875fcb02bcd95e8234d66f8d2e8,960,192,7,1,2026-08-11T16:33:05.330Z,
2023-12-25,2023-12-31,20231225T00:00-0000,20240102T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20231225_20231231.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20231225T00:00-0000&enddatetime=20240102T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9901,d6de5a2f6773174372cb92e60a54a752f5a86c521ccdbe68fcc66a9bbf5b1b3e,960,192,7,1,2026-08-11T16:33:13.110Z,
2024-01-01,2024-01-07,20240101T00:00-0000,20240109T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240101_20240107.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240101T00:00-0000&enddatetime=20240109T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9970,4b61389fca2a6932368c1f7002df9a220c0ef3999d09a7dbe4b110fc0f4a5c24,960,192,7,1,2026-08-11T16:33:22.491Z,
2024-01-08,2024-01-14,20240108T00:00-0000,20240116T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240108_20240114.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240108T00:00-0000&enddatetime=20240116T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10156,dee65c044d31e5077e1e458e8d7502c59d45a91c3f782f59160a7ad3b80d7c8c,960,192,7,1,2026-08-11T16:33:31.246Z,
2024-01-15,2024-01-21,20240115T00:00-0000,20240123T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240115_20240121.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240115T00:00-0000&enddatetime=20240123T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10085,636dbd8460546199f87b51f8e2e1aa8aa977c5e90859e3a1443bf77ca368ba0b,960,192,7,1,2026-08-11T16:33:38.460Z,
2024-01-22,2024-01-28,20240122T00:00-0000,20240130T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240122_20240128.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240122T00:00-0000&enddatetime=20240130T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9947,c575d794e091d980bdf97b8442f534d8bcfbb53c3a1b6713bbabe8d574aab32b,960,192,7,1,2026-08-11T16:33:48.709Z,
2024-01-29,2024-02-04,20240129T00:00-0000,20240206T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240129_20240204.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240129T00:00-0000&enddatetime=20240206T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9996,7651a9b6d3e33f02fa3ad28713972fe223a3b88c58fcdc80a9ef0a7c72d04165,960,192,7,1,2026-08-11T16:34:01.673Z,
2024-02-05,2024-02-11,20240205T00:00-0000,20240213T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240205_20240211.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240205T00:00-0000&enddatetime=20240213T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10003,06c14216d68f5fbe956738449a3095016a95a03c1771b73d4f7c32f24df1f36f,960,192,7,1,2026-08-11T16:34:09.705Z,
2024-02-12,2024-02-18,20240212T00:00-0000,20240220T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240212_20240218.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240212T00:00-0000&enddatetime=20240220T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9902,0705ae3573ff61b4e7928c8d8f6fb076d14e096c6bcc48e8af17885955bc340c,960,192,7,1,2026-08-11T16:34:17.423Z,
2024-02-19,2024-02-25,20240219T00:00-0000,20240227T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240219_20240225.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240219T00:00-0000&enddatetime=20240227T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9871,efb71ec8d2f5e7eda926cf33191952fa569ba8bf12ccad87b25b4ec659d2d5ef,960,192,7,1,2026-08-11T16:34:25.217Z,
2024-02-26,2024-03-03,20240226T00:00-0000,20240305T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240226_20240303.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240226T00:00-0000&enddatetime=20240305T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9918,e6d08f163fd6bb700a5cbe6e19914c7d906d110ff9373af57a0815faa6fe1e60,960,192,7,1,2026-08-11T16:34:33.289Z,
2024-03-04,2024-03-10,20240304T00:00-0000,20240312T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240304_20240310.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240304T00:00-0000&enddatetime=20240312T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10068,512f36572722223cc744a90a891fd3e27c50e2c6db560b5539ab67eda1413d5c,960,192,7,1,2026-08-11T16:34:41.389Z,
2024-03-11,2024-03-17,20240311T00:00-0000,20240319T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240311_20240317.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240311T00:00-0000&enddatetime=20240319T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10038,160b29ef7d2e854a469211a2bbc24d278bbe94eb2a1a119974e3282b5f0d3416,960,192,7,1,2026-08-11T16:34:50.950Z,
2024-03-18,2024-03-24,20240318T00:00-0000,20240326T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240318_20240324.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240318T00:00-0000&enddatetime=20240326T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10052,67011175430d96ac05f399a24ee9cd28b2577a3c29f1cff7f09b04c8102cccc2,960,192,7,1,2026-08-11T16:34:59.012Z,
2024-03-25,2024-03-31,20240325T00:00-0000,20240402T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240325_20240331.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240325T00:00-0000&enddatetime=20240402T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10191,7c6069ad36f8cda549f7b03aca60ea8a4281c7454d7de1dca7caffcbbe865154,960,192,7,1,2026-08-11T16:35:06.733Z,
2024-04-01,2024-04-07,20240401T00:00-0000,20240409T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240401_20240407.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240401T00:00-0000&enddatetime=20240409T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10145,fa6ee2ce82efafb43a0d935e7e4e44ef07b164064b0f81d7d07bc05554d8f242,960,192,7,1,2026-08-11T16:35:14.974Z,
2024-04-08,2024-04-14,20240408T00:00-0000,20240416T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240408_20240414.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240408T00:00-0000&enddatetime=20240416T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10024,27a444319b48b18db0ddf9fb2f4e1db497b5a298c5ed3519500715fd3a6f8607,960,192,7,1,2026-08-11T16:35:21.960Z,
2024-04-15,2024-04-21,20240415T00:00-0000,20240423T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240415_20240421.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240415T00:00-0000&enddatetime=20240423T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10012,4663329dbba57525aef1cdd6c722841fb2d9bf5f9778a677a511b9f792918959,960,192,7,1,2026-08-11T16:35:34.229Z,
2024-04-22,2024-04-28,20240422T00:00-0000,20240430T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240422_20240428.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240422T00:00-0000&enddatetime=20240430T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9861,08e213cc29ce771389000e522c39edbf5782274ae3d69e20e7d212d1303f01f1,960,192,7,1,2026-08-11T16:35:43.020Z,
2024-04-29,2024-05-05,20240429T00:00-0000,20240507T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240429_20240505.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240429T00:00-0000&enddatetime=20240507T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10041,f5f6c1d161974a7faa36bc26701350e215bf87c9a710a90f3af54a9b78e94e25,960,192,7,1,2026-08-11T16:35:50.920Z,
2024-05-06,2024-05-12,20240506T00:00-0000,20240514T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240506_20240512.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240506T00:00-0000&enddatetime=20240514T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10058,9b4383c27c97e433c34b5ba54b5c5d7d426e351c69d64960439c51ee69bfa8da,960,192,7,1,2026-08-11T16:36:00.465Z,
2024-05-13,2024-05-19,20240513T00:00-0000,20240521T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240513_20240519.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240513T00:00-0000&enddatetime=20240521T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10036,b1f0e0e73e1d6ba3eb3792bf120d852e9f71b925e2023539e68c4a9e3082a4ba,960,192,7,1,2026-08-11T16:36:08.634Z,
2024-05-20,2024-05-26,20240520T00:00-0000,20240528T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240520_20240526.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240520T00:00-0000&enddatetime=20240528T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10062,ebfbbb363e57f8ccc9563e6746040151c595ae077671aab071b8c2b186d3e2c7,960,192,7,1,2026-08-11T16:36:16.414Z,
2024-05-27,2024-06-02,20240527T00:00-0000,20240604T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240527_20240602.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240527T00:00-0000&enddatetime=20240604T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10081,462c7f28d3ca779bae02ab6a38a7fc22b576726513ff7a2a22278b73c9c5a029,960,192,7,1,2026-08-11T16:36:24.580Z,
2024-06-03,2024-06-09,20240603T00:00-0000,20240611T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240603_20240609.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240603T00:00-0000&enddatetime=20240611T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,10024,fba5b2a6c9f02596ae23fea129432079a765d0d7bb4bd38b2c51fd09e5ec2570,960,192,7,1,2026-08-11T16:36:32.809Z,
2024-06-10,2024-06-16,20240610T00:00-0000,20240618T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240610_20240616.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240610T00:00-0000&enddatetime=20240618T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9915,8b9f9fe375249c4672152a5ec9dadea5388cdfc08ed20bfc52eeb9864aec2d2d,960,192,7,1,2026-08-11T16:36:42.569Z,
2024-06-17,2024-06-23,20240617T00:00-0000,20240625T00:00-0000,TH_SP15_GEN-APND,DAM,PRC_LMP,12,SP15_DAM_LMP_20240617_20240623.zip,https://oasis.caiso.com/oasisapi/SingleZip?queryname=PRC_LMP&startdatetime=20240617T00:00-0000&enddatetime=20240625T00:00-0000&version=12&market_run_id=DAM&node=TH_SP15_GEN-APND&resultformat=6,downloaded,1,9939,4d765f47888ed7323fe1d7b1f2b17fbb81eee6187b984dc827a834c11851e2dc,960,192,7,1,2026-08-11T16:36:51.053Z,
