date,fuel_region_id,pricing_hub,interpretation,fuel_price_usd_per_mmbtu,distinct_prices_within_day,raw_hour_rows,source_archives
2023-05-30,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,3.16,1,24,CAISO_PRC_FUEL_2023_05.zip
2023-05-31,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.06,1,24,CAISO_PRC_FUEL_2023_05.zip
2023-06-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,3.69,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,3.39,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,3.5,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,3.5,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,3.5,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.29,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.46,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.86,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.5,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,3.54,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,3.54,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,3.54,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.64,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.61,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.69,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.37,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.19,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-18,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.19,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-19,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.19,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-20,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.19,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-21,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.58,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-22,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.35,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-23,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.55,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-24,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.67,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-25,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.67,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-26,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.67,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-27,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.48,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-28,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.53,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-29,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.41,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-06-30,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.13,1,24,CAISO_PRC_FUEL_2023_06.zip
2023-07-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.45,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.45,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.45,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.47,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.47,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.28,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.78,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.05,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.05,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.05,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.07,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.01,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.95,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.46,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.33,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.33,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.33,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-18,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.72,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-19,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.12,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-20,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.15,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-21,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.17,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-22,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.07,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-23,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.07,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-24,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.07,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-25,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.86,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-26,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.15,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-27,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,13.82,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-28,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,11.47,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-29,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,11.27,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-30,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,11.27,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-07-31,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,11.27,1,24,CAISO_PRC_FUEL_2023_07.zip
2023-08-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,9.76,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,9.37,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,10.31,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,10.0,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,10.63,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,10.63,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,10.63,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,9.17,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.58,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.52,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.41,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.33,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.33,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.33,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,9.62,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,9.7,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,9.42,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-18,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.29,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-19,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.02,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-20,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.02,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-21,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.02,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-22,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.34,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-23,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.4,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-24,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.09,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-25,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.06,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-26,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.09,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-27,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.09,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-28,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.09,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-29,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,11.67,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-30,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.02,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-08-31,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.23,1,24,CAISO_PRC_FUEL_2023_08.zip
2023-09-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.67,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.19,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.19,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.19,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.19,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.14,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.62,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.67,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.99,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.99,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.99,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.89,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.5,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.43,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.45,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.4,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.4,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-18,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.4,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-19,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.57,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-20,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.37,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-21,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.7,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-22,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.74,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-23,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.1,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-24,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.1,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-25,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.1,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-26,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.01,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-27,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.71,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-28,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.5,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-29,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,4.52,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-09-30,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.48,1,24,CAISO_PRC_FUEL_2023_09.zip
2023-10-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.48,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,5.48,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.69,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.66,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.65,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,9.07,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.09,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-08,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.09,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-09,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.09,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-10,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.33,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-11,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.98,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-12,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,10.07,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-13,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,10.62,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-14,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,11.48,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-15,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,11.48,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-16,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,11.48,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-17,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,12.25,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-18,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,13.43,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-19,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,13.25,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-20,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,12.92,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-21,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.92,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-22,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.92,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-23,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.92,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-24,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.91,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-25,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.55,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-26,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.81,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-27,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.79,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-28,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.88,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-29,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.88,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-30,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,6.88,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-10-31,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.71,1,24,CAISO_PRC_FUEL_2023_10.zip
2023-11-01,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.08,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-02,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,8.89,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-03,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,9.04,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-04,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.54,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-05,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.54,1,25,CAISO_PRC_FUEL_2023_11.zip
2023-11-06,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,7.54,1,24,CAISO_PRC_FUEL_2023_11.zip
2023-11-07,FRSCE3,SoCal Citygate,CAISO delivered fuel-region cost; includes transport/reimbursement components; non-GHG,9.84,1,24,CAISO_PRC_FUEL_2023_11.zip
